Date,^GSPC,mean
1999-01-31,,
1999-02-28,-0.0017558174956547876,-0.001284798093255916
1999-03-31,0.028142389261932133,0.0644317227803128
1999-04-30,0.04142485957759634,0.06145139370682193
1999-05-31,-0.0020098422417703654,0.03878245241053371
1999-06-30,-0.007147708592162737,-0.009255457874293467
1999-07-31,0.04418520786827807,0.0003277660757353973
1999-08-31,-0.038741300645527936,-0.05630565751847955
1999-09-30,-0.007018326615527482,-0.009621150370132817
1999-10-31,-0.013778092404136522,0.027802359675941683
1999-11-30,0.06999395224508431,0.11766466353233268
1999-12-31,0.027089265034297986,0.06301395315427254
2000-01-31,-0.0021688412386361433,0.014367065230989837
2000-02-29,-0.02575152772793554,0.026294446033955598
2000-03-31,0.03840382930550157,0.0758275331232608
2000-04-30,0.013273118008003905,0.05146322611868915
2000-05-31,-0.029339689210811093,-0.028002041594214266
2000-06-30,0.03065221645010796,-0.023094617135595557
2000-07-31,0.007553841017565731,-0.014409650536760266
2000-08-31,0.00845603517550475,0.02280312311221115
2000-09-30,-0.011716420349890509,0.021452552744320185
2000-10-31,-0.05307019414295355,-0.02311305579600147
2000-11-30,-0.01086685151169986,0.0417103075954111
2000-12-31,-0.032077744686272565,-0.013477735158892975
2001-01-31,0.003538547488492361,0.029912528134793066
2001-02-28,-0.02237691007283904,-0.021223376674245908
2001-03-31,-0.09182571432656206,-0.08427022198684501
2001-04-30,0.003362137373216889,0.02840011645828887
2001-05-31,0.06768291473464673,0.09403537858187894
2001-06-30,-0.024920458637616272,-0.006959135603748951
2001-07-31,-0.027658558283174428,0.015118068701193494
2001-08-31,-0.021541453657408227,-0.03055899277616428
2001-09-30,-0.11358463066412605,-0.16142863964435103
2001-10-31,0.030581178102692782,0.04385198229472154
2001-11-30,0.049315777020273455,0.1091230525203345
2001-12-31,0.01349641831598225,0.0866836230740045
2002-01-31,-0.004124607424093596,0.013385396001250017
2002-02-28,-0.034676741706780034,0.03692993075270049
2002-03-31,0.04826343567385805,0.0465174339917994
2002-04-30,-0.036190664465647004,-0.02249717177596325
2002-05-31,-0.029466046838447,-0.011572742282462627
2002-06-30,-0.0604292121099913,-0.0515210359442692
2002-07-31,-0.10893226836981706,-0.10113567170745323
2002-08-31,0.009923595184535115,-0.025049731589021785
2002-09-30,-0.04902762231214364,0.015220791841397971
2002-10-31,-0.01518842523407671,0.028598543965456392
2002-11-30,0.0647012303975043,0.08144023177524007
2002-12-31,-0.01181240979853948,-0.013515992010020423
2003-01-31,-0.0037171525995780548,-0.020612223627121458
2003-02-28,-0.06498647843392491,-0.03950599026756518
2003-03-31,0.010747696165614771,0.03089225424787798
2003-04-30,0.0512676467541564,0.05279329138580417
2003-05-31,0.05161327242416247,0.055801844514861226
2003-06-30,0.055592362729486984,0.07564069025545078
2003-07-31,0.004600903690832992,0.043733359675351795
2003-08-31,-0.003031613517125775,0.02191918985649748
2003-09-30,0.030226403300498195,0.053823381173843866
2003-10-31,0.018924514290550757,0.052903691919814755
2003-11-30,0.010748274545368641,0.028297190276255393
2003-12-31,0.029276126843982286,0.02157720914546633
2004-01-31,0.04801022998315085,0.046956530432893384
2004-02-29,0.00957055804839535,0.011707339298464032
2004-03-31,-0.01694841573087824,-0.00732715924489169
2004-04-30,0.008096533615934431,0.03346762910510279
2004-05-31,-0.02673872146193801,-0.03174284656404701
2004-06-30,0.027181862766726184,0.06508967005862057
2004-07-31,-0.023756635811420183,-0.01104970313107441
2004-08-31,-0.015292956150514181,-0.01615527920100378
2004-09-30,0.02637550606585548,0.042945100318738647
2004-10-31,0.0003685339887580241,0.03562264390046343
2004-11-30,0.04549769765798839,0.07106987075547914
2004-12-31,0.02589695305107909,0.044937955950893206
2005-01-31,-0.014844402515471256,-0.015557905626200887
2005-02-28,0.015421300995502431,0.011909171087105149
2005-03-31,-0.003942156392629514,0.0032355023894366187
2005-04-30,-0.025500186562062988,-0.040804622156849206
2005-05-31,0.011892627497674058,0.014013270692575571
2005-06-30,0.0203496107108716,0.02187711394772293
2005-07-31,0.01662198259027492,0.009371688483922464
2005-08-31,0.001663342535632717,0.01653700171363407
2005-09-30,0.0013434727397045876,0.004840239079906155
2005-10-31,-0.02769400185123916,0.02293568753451476
2005-11-30,0.03809197975187262,0.07077254537137496
2005-12-31,0.0199644201290412,0.019168866674557077
2006-01-31,0.013193056887756072,0.021664141913573885
2006-02-28,-0.0016244502158817564,0.0004784140300935491
2006-03-31,0.013386257056428263,0.036203428213786734
2006-04-30,0.006516398980566551,0.031178081062276496
2006-05-31,-0.009331874489728165,-0.010505081059658295
2006-06-30,-0.028562060975188874,-0.03181100399837572
2006-07-31,0.005638767158426594,-0.018107536480902332
2006-08-31,0.02135718767866579,-0.005307933860886205
2006-09-30,0.023768367141236982,0.04977098304367383
2006-10-31,0.03463061611972118,0.051561172809547494
2006-11-30,0.018525679442908505,0.032613643643088136
2006-12-31,0.020009043591154185,0.013372150331088479
2007-01-31,0.005465172027984799,0.008779126492720645
2007-02-28,0.014488363518323718,0.018291658864092848
2007-03-31,-0.02619259751689884,-0.027546199460706584
2007-04-30,0.04029184298547972,0.033521429509045145
2007-05-31,0.03245080335799777,0.03944984888469351
2007-06-30,0.002218664971740392,0.014035478491726695
2007-07-31,0.0041038507997028795,0.02433618410336566
2007-08-31,-0.043458665312681936,-0.006233046770347582
2007-09-30,0.02921687873243228,0.026835793496966225
2007-10-31,0.02841620525259203,0.03427113980027626
2007-11-30,-0.04953919681312713,-0.07061335295547788
2007-12-31,0.010823029830308473,0.018870580194626084
