Date,^GSPC,MMM,ACN,AFL,ALL,APTV,AGR,AVT,BBY,BMO,AVGO,CAJ,CBRE,CL,CMI,DELL,EMN,ECL,EW,LLY,FITB,FLR,AJG,G,GVA,HAS,HCA,HSIC,HPE,HLT,INGR,INTC,IBM,IP,JLL,JCI,K,KMB,KSS,LDOS,LECO,MAN,MA,MSFT,NEE,NOK,ONB,ON,OSK,OC,PAYX,PEP,PINC,PFG,PRU,RLGY,RSG,ROK,RCL,CRM,SCHN,SNE,TMUS,TEL,TDC,TXN,AES,HIG,TKR,USB,VFC,V,VOYA,WDC,WY,WIT,WH
1999-01-31,-0.116887943139951,-0.2991114381079085,,-0.3571613470828039,-0.13317881092790074,,,-0.15575810602753493,-0.28157904972974324,-0.42480037282464667,,-0.45914554750065995,,-0.40789387464897187,-0.32577457076456284,,-0.2253421081806953,-0.29966026391174755,,0.2566478651020399,0.21998037989519084,,-0.35259268683807454,,-0.1943681054743152,-0.16094149330692442,,-0.27648970224082653,,,-0.2742640031689888,0.08525440089883447,-0.24350658143114096,0.07715788056840103,-0.2495392528694091,0.2461031853203809,-0.19743479980513473,-0.2886957214078415,-0.4516814787645447,,-0.2893724584817293,-0.2854253931081946,,0.006359400230273028,-0.2349502886562553,0.040923124186449195,0.5282285232381483,,-0.33733048057144616,,-0.3119223709605004,-0.32862862910762125,,,,,-0.25200877609943506,-0.16492597997844524,-0.07261557171427802,,-0.23820411025765054,-0.0373650600794087,,,,-0.18109750893019325,0.05835088839535106,0.026571661862151662,-0.25128312961219706,-0.07458926635329624,-0.22569779769135506,,,-0.1720128505841108,0.13629831711431398,,
1999-02-28,-0.11791044240340016,-0.2958742458821104,,-0.3236983183629887,-0.13925729632768288,,,-0.24551793303406663,-0.24525068445752968,-0.4257584442786833,,-0.45689675818753955,,-0.3895759681442751,-0.32015015410772996,,-0.22398744395025472,-0.29056468940067315,,0.34902391358872237,0.18217471184739495,,-0.3490003391953411,,-0.24206998157676818,-0.14399083937224558,,-0.303787462208356,,,-0.2850848967297087,0.06942406683563458,-0.29080489058358405,0.06531623799648988,-0.2566345864097475,0.2737521213501314,-0.1875265404535274,-0.3236722982047514,-0.40364035211086224,,-0.29844605762939513,-0.30660618413358515,,0.012622349622306371,-0.25173523243423074,0.024705465917995585,0.3823021464467908,,-0.33728472327746667,,-0.3410192049281096,-0.3466200019159406,,,,,-0.25570578171925223,-0.14783189774437863,-0.09730532432925829,,-0.24251935803781086,-0.021315926330371167,,,,-0.17891716236434668,0.03774332003984824,0.020685850224796284,-0.26771573151292055,-0.08240113227537765,-0.22029410852302403,,,-0.2212527793019835,0.14551689280723362,,
1999-03-31,-0.1015505145009641,-0.2997337669950974,,-0.30983250927369366,-0.126388924994592,,,-0.2767764227148421,-0.21151402143509768,-0.43658454490088533,,-0.4175769170431162,,-0.3643456077642993,-0.322162367768808,,-0.22032063820721146,-0.29145053957212064,,0.34167963347993263,0.2327540659790651,,-0.344188411024299,,-0.3031617077968284,-0.12006109283523289,,-0.32243162742674963,,,-0.2917066458852719,0.01433327728663999,-0.28261997738553596,0.07641448167638405,-0.24635266285549226,0.2603866677430038,-0.22605284218892702,-0.3141355519219263,-0.34480440274569946,,-0.3055158756038116,-0.30141658861169457,,0.035626630078743005,-0.24530270907984852,0.054421332053244204,0.3353430706621918,,-0.34139340423776393,,-0.3285005907119458,-0.33819201247069325,,,,,-0.285079151839895,-0.15451669606504811,-0.08729953254707909,,-0.2486692671896477,0.04931232270605339,,,,-0.1696088988806149,0.04359136818699378,0.06777675547629118,-0.3074818683732946,-0.04126632371029106,-0.21585360380033428,,,-0.2452311601402261,0.18084710057689068,,
1999-04-30,-0.07679142159225849,-0.2915760476567415,,-0.2984288712946615,-0.1439012664549199,,,-0.2882312300233818,-0.19534841036574935,-0.4234410577702015,,-0.41092690255448916,,-0.3391136888114906,-0.313292847828822,,-0.21482981450967548,-0.2897662759892236,,0.2274179386135978,0.21203610507841897,,-0.3412690730141738,,-0.2784378542754892,-0.08394612712803963,,-0.3315791108019715,,,-0.27733737138071657,0.03584418855752174,-0.23850783949416418,0.21995089771720108,-0.27029924662082144,0.29831839223492274,-0.243120712300865,-0.2577959704732205,-0.35371238430045193,,-0.2970024812449621,-0.30993373209280395,,0.05973783680385362,-0.24356212763422677,0.08048666726460697,0.38494159630888863,,-0.34259255856559984,,-0.29180062429684095,-0.35338890800064593,,,,,-0.2621491334529275,-0.13330749778508239,-0.07597764590839004,,-0.24351281192498161,0.07384854916612628,,,,-0.14428959724798254,0.10946657222630644,0.09573236477991064,-0.28360938857213785,0.01514355235875975,-0.20891765824678807,,,-0.26117738621592135,0.2940527828622105,,
1999-05-31,-0.07804243969670847,-0.26137829890196757,,-0.2972373938664839,-0.12823956367222872,,,-0.2157011629135061,-0.2344994559873688,-0.4495714330984372,,-0.4054312136805003,,-0.3356200652939378,-0.304101512489531,,-0.1749208108240908,-0.280062745249215,,0.14542820010606725,0.23342819057352165,,-0.34319938618131735,,-0.25799600735162836,-0.08006966920062611,,-0.31400404379596103,,,-0.2665842457722219,0.013534315450387415,-0.10205711804910225,0.280533953852761,-0.2746470581473795,0.3790993865538934,-0.23052072219249112,-0.18648754178220694,-0.3756078072312116,,-0.2909660263962291,-0.3060600697211071,,0.012321279465581886,-0.23610850206648007,0.05894584553566603,0.47034063623080097,,-0.33000743535900046,,-0.3229948244756964,-0.3620910642717866,,,,,-0.23228927089805887,-0.07749645205386452,-0.062333995734133354,,-0.23702729864982441,0.05285815037552005,,,,-0.14130909678020417,0.14746763255353934,0.13692048211146646,-0.21604553637401053,-0.0719467200502588,-0.2107091717195389,,,-0.25302459049555054,0.352972626945847,,
1999-06-30,-0.08248255983872071,-0.26580170149553495,,-0.3286000593983634,-0.1415814742071022,,,-0.1671933391609062,-0.15611974778353924,-0.46728045712058536,,-0.3669051083635743,,-0.3198408480659413,-0.30156651798839734,,-0.18100448473170586,-0.2743563310409921,,0.09037133411886626,0.18481689430079967,,-0.3387791600059673,,-0.24522886305371894,-0.11388847845836271,,-0.3112486710550727,,,-0.2637939378032038,-0.018338278984987088,-0.06051242018290235,0.25093087466784125,-0.2626038655956082,0.4103453792409692,-0.2749989033983806,-0.21752275236848942,-0.36604795275773133,,-0.29164354717146607,-0.31256928173643395,,0.031663723431293214,-0.23876837612226204,0.09497489914181152,0.4000219635836128,,-0.3192335801944136,,-0.3513489966796784,-0.37209570299837685,,,,,-0.21453275927576246,-0.07243266572541503,-0.030537482592981346,,-0.23297475332882353,0.08396410948051482,,,,-0.09310289763014414,0.1643093305700036,0.10663745846403451,-0.2613840855645227,-0.10788394924689831,-0.23155322547047416,,,-0.2655524503432361,0.3549956303300234,,
1999-07-31,-0.05523112157644604,-0.2651427869380656,,-0.33575237644846884,-0.1494700256157266,,,-0.13607677778516125,-0.05202982698256213,-0.46918282821677076,,-0.3135747338039008,,-0.32892395355196147,-0.29269272492023296,,-0.18629420119641388,-0.278114221766558,,0.12522330736253698,0.19883174942363535,,-0.32679597106281255,,-0.25072242932782834,-0.13329630470891773,,-0.32062914825581457,,,-0.2607726859773396,0.07889203026459975,0.021792023408404373,0.24937486208601822,-0.32960748103511156,0.4932437953676548,-0.2823470966005198,-0.22493336619498588,-0.28000011565691835,,-0.30021379947031446,-0.31831438288992125,,0.0825754603445004,-0.24593706894492742,0.1416292145096666,0.34052153960360015,,-0.2993716172505957,,-0.32404667206174437,-0.3392745187842338,,,,,-0.22512243866105314,-0.07074560174071398,-0.013362212363253282,,-0.2186317684814119,0.15786511960935345,,,,-0.05237106823285451,0.1990184430294631,0.09909890728731975,-0.3002492739550501,-0.10351387970599081,-0.2397306564351448,,,-0.2764638781916166,0.3107340150684461,,
1999-08-31,-0.08018076018711416,-0.24898963302329977,,-0.33570342988183,-0.15969094693261096,,,-0.15425554340617162,-0.08227191623243124,-0.47996764576949463,,-0.3183094491737088,,-0.3182983652055539,-0.29190118231420165,,-0.19531371773926198,-0.28696106290223716,,0.06491777256570327,0.17968346598575352,,-0.3217209137239852,,-0.2844845357269222,-0.13799235352605344,,-0.3525234522604914,,,-0.2565192063125496,0.18324559851769992,-0.03532001168491355,0.24430833748754366,-0.3590991190134575,0.5000339089190007,-0.2591611156603141,-0.20167448066750993,-0.3448596508798786,,-0.30520182254598716,-0.2884659145860042,,0.05492353009524468,-0.24585836299421063,0.10100731942881304,0.29668976221780086,,-0.298027629345778,,-0.3683533918981068,-0.36357274733352285,,,,,-0.26361269657010794,-0.07256887037860105,0.010600300389551042,,-0.23001132720108974,0.19132398813863863,,,,-0.040335030655394066,0.205364039935251,0.00932629526743431,-0.2999650808531364,-0.13563954178365342,-0.2399730892081857,,,-0.2858678987448883,0.28042729053478743,,
1999-09-30,-0.08452550147315466,-0.24781606330851713,,-0.35161630831446117,-0.20529597148865847,,,-0.20485432404842557,-0.14897714908458637,-0.4816962474400062,,-0.3428555745669446,,-0.30590022670081035,-0.3030904074449755,,-0.23228745018755742,-0.30457695597125195,,0.08430290331544318,0.14533835543659518,,-0.3209523712139062,,-0.2696475141968878,-0.16360423282179978,,-0.35274820721796524,,,-0.2562023175957356,0.22732529724438058,-0.001015726326213394,0.20155437815522984,-0.35251373639315225,0.5082422600553123,-0.21449337628419776,-0.24187960987393695,-0.33701799502450663,,-0.2987069501491876,-0.2548725833703755,,0.08939708815534296,-0.2511221997746642,0.12108684736962534,0.29327050083388145,,-0.31766514149431296,,-0.31735309769322395,-0.40809504430659366,,,,,-0.3315196504498878,-0.10002888151616975,-0.009983506904101835,,-0.22919217926454427,0.2577886680411916,,,,0.02191368006852596,0.24311595516738108,-0.03770513824103105,-0.3125076558039001,-0.17223573477097998,-0.26002193772482424,,,-0.2854161884094271,0.2164349182523223,,
1999-10-31,-0.09299505801657065,-0.2556574064692493,,-0.3412326438203571,-0.2867866334940039,,,-0.2191923141489107,-0.13944231695738132,-0.4795625205387085,,-0.35484214301784683,,-0.28917997959080977,-0.30607719679187523,,-0.2577746554706578,-0.3074820465526055,,0.08384192822652439,0.16724045709696478,,-0.3288004617086584,,-0.3012582590423686,-0.19645507002512844,,-0.35939669792311923,,,-0.26179347891536286,0.14340394874499368,-0.150399484481151,0.16883786553758579,-0.35231312428412476,0.4419260191806128,-0.1878966990507197,-0.23866512668347026,-0.37377351411187965,,-0.29729891061961,-0.24739278428760633,,0.0799334454543743,-0.26175739512616825,0.17438780662667586,0.27459929516570325,,-0.322969257243656,,-0.2601920698411583,-0.40208526787624793,,,,,-0.33911114132204256,-0.12133734281460642,0.00795523143297538,,-0.2333994549895647,0.2960442927906611,,,,0.009603162789714136,0.17866574511965475,-0.08483673334475811,-0.30162772642706714,-0.14281311139642178,-0.2666973736770298,,,-0.2986757422225992,0.19624424648357278,,
