date,SPX,MMM,ACN,AFL,ALL,APTV,AGR,AVT,BBY,BMO,AVGO,CAJ,CBRE,CL,CMI,DELL,EMN,ECL,EW,LLY,FITB,FLR,AJG,G,GVA,HAS,HCA,HSIC,HPE,HLT,INGR,INTC,IBM,IP,JLL,JCI,K,KMB,KSS,LDOS,LECO,MAN,MA,MSFT,NEE,NOK,ONB,ON,OSK,OC,PAYX,PEP,PINC,PFG,PRU,RLGY,RSG,ROK,RCL,CRM,SCHN,SNE,TMUS,TEL,TDC,TXN,AES,HIG,TKR,USB,VFC,V,VOYA,WDC,WY,WIT,WH
1999-10-08,,95.25,,45.188,23.563,,,39.625,67.25,36.0,,29.875,,26.656,52.063,,41.125,35.688,,73.438,66.0,,51.875,,24.313,20.188,,15.0,,,29.375,37.844,113.5,47.563,15.188,106.5,38.375,54.938,73.938,,20.75,30.563,,94.938,50.313,99.5,29.0,,26.5,,36.906,34.375,,,,,9.875,54.063,46.375,,17.75,156.625,,,,43.0,56.25,41.125,18.0,26.688,30.375,,,3.625,59.875,,
1999-10-15,,89.375,,43.0,23.563,,,39.0,61.75,33.875,,27.0,,25.094,50.5,,38.125,34.0,,66.375,60.375,,50.875,,23.0,18.563,,14.0,,,30.125,35.438,107.875,47.375,15.0,88.25,38.5,51.563,67.0,,20.688,28.875,,88.063,49.188,92.875,28.938,,27.625,,35.0,32.188,,,,,9.813,51.0,45.25,,15.875,151.438,,,,41.25,51.25,37.625,17.563,23.375,28.25,,,3.5,58.938,,
1999-10-22,,92.563,,45.563,25.0,,,44.563,59.313,36.0,,26.5,,28.5,50.313,,37.375,34.0,,68.563,65.125,,51.5,,22.5,18.5,,10.875,,,32.938,36.719,93.938,48.75,14.063,46.0,39.438,58.125,70.063,,21.375,29.188,,92.688,48.0,105.125,29.063,,30.625,,38.063,34.125,,,,,10.0,50.0,49.063,,16.938,148.688,,,,39.063,55.375,43.875,17.688,26.625,29.688,,,3.438,55.875,,
1999-10-29,,95.063,,51.125,29.0,,,54.563,55.75,38.063,,28.438,,30.25,50.688,,38.563,33.813,,68.875,73.813,,51.75,,20.688,20.625,,13.0,,,32.563,38.719,98.25,52.625,12.438,40.125,39.813,63.0,74.875,,22.375,35.125,,92.563,50.313,115.563,30.063,,30.063,,39.375,34.688,,,,,12.25,48.438,53.063,,16.125,159.75,,,,44.875,56.438,51.813,17.938,29.375,30.063,,,3.25,59.688,,
1999-11-05,,95.688,,52.313,29.438,,,53.375,50.625,35.188,,29.125,,28.813,44.0,,37.938,33.938,,77.0,72.188,,55.5,,19.0,23.063,,14.0,,,33.75,41.188,90.25,54.625,12.938,39.188,35.375,65.5,72.5,,21.5,34.5,,91.563,49.0,115.875,32.125,,28.5,,41.188,33.813,,,,,12.0,46.125,49.563,,15.875,164.688,,,,46.719,56.938,53.438,18.5,28.25,30.75,,,2.813,64.25,,
1999-11-12,,95.688,,51.625,28.813,,,56.313,52.75,38.438,,28.75,,28.969,41.938,,38.313,34.875,,77.375,71.938,,55.188,,20.375,22.0,,12.859,,,32.188,38.094,95.875,54.063,12.625,43.0,35.125,65.5,70.188,,21.875,34.875,,89.188,46.75,122.25,32.5,,28.5,,42.313,33.125,,,,,11.813,46.0,51.688,,15.875,176.5,,,,50.375,58.438,49.75,18.188,28.625,30.0,,,3.75,61.063,,
1999-11-19,,102.313,,51.938,28.063,,,55.688,50.25,37.313,,30.813,,28.438,42.75,,39.25,36.5,,72.875,73.313,,53.875,,19.0,22.938,,14.063,,,32.563,39.938,103.938,52.625,12.813,43.813,34.375,66.0,70.75,,21.75,36.125,,86.0,45.375,133.5,32.75,,28.375,,41.0,34.5,,,,,12.188,50.0,54.25,,17.625,176.625,,,,49.094,60.938,48.813,18.25,26.25,29.625,,,3.875,61.375,,
1999-11-26,,95.5,,48.938,27.438,,,56.625,57.875,36.563,,32.25,,27.438,42.125,,39.063,34.75,,72.438,69.188,,53.625,,18.5,22.938,,13.563,,,31.625,40.125,105.0,51.063,12.125,42.719,34.0,66.188,69.5,,20.875,35.25,,91.125,43.5,146.75,32.563,,27.188,,40.25,34.875,,,,,12.0,50.125,50.938,,17.75,185.938,,,,51.531,56.938,45.938,17.625,26.125,30.0,,,3.688,59.438,,
1999-12-03,,99.313,,50.063,27.25,,,57.813,57.25,35.313,,32.5,,29.031,39.063,,42.125,35.25,,71.875,71.75,,55.438,,18.0,20.813,,12.688,,,32.563,39.344,111.875,53.094,11.188,37.438,33.563,67.125,72.438,,20.375,37.75,,96.125,44.438,162.0,32.875,,28.5,,43.313,37.125,,,,,12.75,51.375,52.5,,19.25,183.125,,,,50.688,59.313,46.0,18.5,25.5,30.438,,,3.75,65.188,,
1999-12-10,,93.938,,46.938,27.0,,,56.063,48.125,35.0,,35.938,,30.125,41.125,,45.0,33.688,,65.875,64.625,,54.375,,17.375,21.0,,11.875,,,33.188,36.125,109.0,54.5,10.063,30.438,32.5,63.25,66.875,,20.625,37.0,,93.875,41.875,168.0,33.188,,34.25,,40.75,36.938,,,,,12.5,47.125,49.75,,19.125,187.313,,,,53.438,61.813,45.563,18.5,21.938,30.0,,,3.625,65.813,,
1999-12-17,,95.125,,45.5,24.438,,,59.0,47.25,33.625,,38.125,,30.375,42.0,,46.188,36.375,,67.063,65.938,,59.625,,17.25,18.625,,11.0,,,32.188,41.031,110.0,53.5,10.063,30.0,32.313,63.188,67.688,,20.625,37.125,,115.25,42.75,168.5,33.125,,30.5,,40.813,35.0,,,,,12.688,49.313,46.75,,18.75,202.125,,,,50.969,65.0,43.25,18.625,20.25,29.063,,,4.188,68.625,,
1999-12-23,,93.063,,45.125,24.563,,,57.063,45.0,33.5,,39.625,,31.313,47.0,,45.188,36.188,,68.25,72.563,,64.188,,18.688,18.125,,10.813,,,33.063,41.563,108.625,55.813,11.375,33.0,32.438,64.5,69.063,,20.5,35.813,,117.438,42.875,174.0,31.188,,30.375,,41.563,35.438,,,,,12.5,48.625,47.5,,19.125,236.5,,,,53.75,67.938,45.938,18.625,20.875,29.5,,,3.75,70.0,,
1999-12-31,,97.875,,47.188,24.063,,,60.5,50.25,34.125,,40.563,,32.5,48.313,,47.688,39.125,,66.5,73.375,,64.75,,18.438,18.938,,13.313,,,32.75,41.156,107.875,56.438,11.875,39.0,30.813,65.438,72.188,,20.625,37.625,,116.75,42.813,191.063,32.438,,29.313,,40.0,35.25,,,,,14.25,47.875,49.313,,19.0,284.75,,,,48.313,74.75,47.375,20.438,21.125,30.0,,,4.188,71.813,,
2000-01-07,,102.75,,45.063,24.5,,,53.938,58.25,32.0,,36.813,,30.969,48.938,,50.438,39.813,,71.063,67.813,,63.25,,20.688,16.563,,13.125,,,31.188,41.0,113.5,58.625,11.938,35.625,29.25,65.875,75.563,,18.625,35.625,,111.438,44.625,171.0,29.563,,30.375,,41.438,37.625,,,,,13.625,48.313,49.25,,19.0,234.375,,,,47.0,72.313,44.813,20.25,21.688,29.188,,,5.625,71.688,,
2000-01-14,1465.15,99.313,,42.938,24.188,,,58.563,54.813,32.0,,39.188,,31.656,46.688,,48.5,39.438,,68.313,66.375,,59.625,,21.375,16.5,,15.375,,,30.375,51.531,119.625,55.875,10.75,34.875,26.563,65.438,77.0,,19.313,35.0,,112.25,43.438,184.0,30.0,,32.0,,45.375,36.188,,,,,13.438,48.188,55.688,,17.375,227.0,,,,53.938,83.25,43.688,20.0,23.25,28.875,,,4.5,69.25,,
2000-01-21,1441.36,94.938,,38.75,23.5,,,58.063,54.047,30.125,,35.375,,30.656,43.0,,43.688,37.063,,64.75,60.125,,57.125,,20.938,15.5,,14.563,,,24.0,48.969,121.5,50.125,15.0,39.0,25.0,64.688,76.313,,19.813,36.25,,103.75,44.0,185.0,29.0,,31.875,,45.813,36.125,,,,,13.0,49.625,53.75,,18.281,235.0,,,,55.398,80.0,37.938,18.125,21.688,29.438,,,5.125,63.875,,
2000-01-28,1360.16,92.25,,42.0,22.813,,,53.5,50.0,33.313,,41.625,,29.75,38.625,,39.938,34.5,,65.313,62.938,,54.063,,19.938,15.5,,13.125,,,23.0,47.0,111.563,47.875,13.75,42.0,23.938,63.125,68.813,,19.813,35.313,,98.25,41.313,180.125,29.0,,30.5,,42.0,33.25,,,,,11.75,48.5,51.375,,6.125,243.063,,,,53.563,76.375,37.313,15.563,22.25,26.688,,,5.0,59.063,,
2000-02-04,1424.37,89.063,,43.938,23.25,,,53.875,56.875,31.813,,46.125,,28.125,37.563,,40.063,35.125,,64.875,62.25,,58.688,,21.625,15.875,,13.313,,,23.313,52.375,115.625,45.625,12.688,40.0,23.375,61.563,80.125,,19.813,35.563,,106.563,41.625,192.0,28.188,,32.594,,42.5,32.75,,,,,11.5,47.688,47.688,,18.75,269.313,,,,66.0,75.25,41.875,15.313,22.313,25.938,,,5.063,55.0,,
2000-02-11,1387.12,82.938,,39.875,21.688,,,50.063,53.688,30.75,,42.25,,27.938,35.063,,38.563,32.5,,61.625,60.031,,54.25,,22.0,15.063,,12.5,,,23.375,52.938,115.375,42.688,11.938,39.625,21.063,57.938,79.5,,19.875,33.688,,99.938,40.875,197.0,26.25,,32.0,,42.625,34.375,,,,,10.063,44.375,41.75,,17.813,261.125,,,,68.813,82.0,34.625,14.5,22.188,25.0,,,4.938,51.313,,
2000-02-18,1346.09,87.563,,37.688,21.0,,,51.438,56.125,31.188,,40.188,,26.531,40.75,,37.313,31.063,,58.5,55.438,,49.688,,25.0,15.375,,13.0,,,23.0,52.688,112.5,40.563,11.188,37.625,22.188,52.875,71.125,,19.188,32.625,,95.063,40.313,189.938,25.563,,31.625,,45.625,34.25,,,,,10.875,48.563,36.5,,16.125,267.375,,,,67.0,88.0,33.063,14.0,19.188,25.125,,,4.313,48.75,,
2000-02-25,1333.36,85.75,,35.063,20.375,,,67.0,48.0,30.375,,41.25,,24.125,34.625,,35.813,29.125,,56.688,50.125,,48.813,,24.188,16.0,,14.938,,,23.875,56.625,108.0,36.0,12.0,39.0,21.0,51.438,69.563,,19.328,30.125,,91.313,36.813,204.875,25.25,,29.188,,47.563,32.75,,,,,11.313,46.375,33.938,,14.625,275.875,,,,76.625,84.5,31.0,13.5,18.0,22.938,,,3.938,49.313,,
2000-03-03,1409.17,89.5,,36.625,19.375,,,65.0,60.5,30.75,,39.375,,27.438,34.625,,36.75,30.688,,58.0,49.188,,50.0,,25.625,15.625,,15.5,,,23.5,59.625,108.0,36.313,12.5,40.25,23.813,51.813,76.0,,19.375,30.938,,96.125,39.0,221.0,24.188,,28.375,,48.938,31.625,,,,,10.75,46.813,29.0,,16.5,299.438,,,,93.813,86.938,31.0,14.75,18.813,24.5,,,4.5,53.438,,
2000-03-10,1395.0699,81.5,,35.125,17.938,,,63.438,62.375,30.25,,40.75,,21.375,32.0,,36.125,30.375,,61.188,45.875,,47.688,,25.625,14.375,,16.25,,,23.375,60.094,105.25,36.125,12.625,48.5,22.938,47.5,83.125,,18.5,27.75,,101.0,43.75,215.0,24.25,,24.125,,50.875,30.75,,,,,10.938,39.25,26.875,,15.5,243.75,,,,90.375,73.0,30.375,15.0,17.563,23.063,,,5.188,54.438,,
2000-03-17,1464.47,85.875,,41.813,20.875,,,61.688,74.5,32.375,,40.375,,24.969,35.563,,39.813,34.438,,61.375,60.25,,30.5,,26.5,15.688,,16.125,,,25.063,64.938,110.0,38.063,14.0,47.25,25.563,54.0,89.813,,18.75,29.938,,99.375,43.875,199.875,28.25,,25.844,,50.688,33.0,,,,,10.438,40.563,28.688,,15.875,248.063,,,,84.938,77.875,35.813,16.375,22.438,25.5,,,7.5,55.875,,
2000-03-24,1527.46,90.875,,45.938,23.0,,,61.938,77.938,35.063,,38.125,,27.188,38.125,,42.875,34.563,,62.125,63.438,,30.5,,26.813,16.563,,17.125,,,23.875,69.531,120.625,39.438,14.0,52.0,24.5,53.125,96.563,,18.938,30.563,,111.688,43.313,223.5,30.063,,27.313,,51.5,32.938,,,,,10.313,41.438,30.75,,16.75,241.813,,,,88.281,75.75,43.188,16.125,23.688,25.0,,,8.625,55.125,,
2000-03-31,1498.58,88.563,,45.563,23.813,,,63.0,86.0,35.125,,43.125,,28.188,37.563,,45.5,36.688,,62.625,63.0,,32.5,,27.0,16.688,,16.188,,,24.063,65.969,118.375,42.75,15.5,50.125,25.75,56.063,102.5,,24.188,35.5,,106.25,46.063,222.0,33.063,,31.063,,52.375,34.875,,,,,10.938,41.813,28.0,,18.063,280.125,,,,80.0,78.75,52.75,16.25,22.938,24.063,,,7.438,57.0,,
2000-04-07,1516.35,91.625,,45.5,22.625,,,69.313,81.75,35.188,,39.938,,29.656,36.438,,46.063,37.438,14.438,64.313,62.063,,32.938,,26.5,16.938,,16.125,,,23.188,68.406,123.125,39.625,14.75,49.875,25.0,56.25,106.188,,20.25,32.375,,89.063,46.563,225.125,32.313,,32.25,,51.375,36.0,,,,,12.938,43.75,26.063,,18.875,272.0,,,,83.25,77.0,46.563,16.188,23.438,24.125,,,7.563,58.313,,
2000-04-14,1356.5601,90.813,,46.063,20.875,,,62.625,70.125,35.563,,38.0,,27.875,36.625,,45.938,36.625,14.438,67.438,59.063,,32.25,,24.063,15.5,,14.875,,,22.813,55.25,105.0,40.125,15.063,43.5,26.875,56.0,91.625,,19.438,30.625,,74.125,44.938,45.5,32.438,,33.125,,47.813,36.438,,,,,12.188,41.063,23.0,,17.25,233.5,,,,69.5,73.875,44.25,15.938,24.0,26.25,,,6.0,55.313,,
2000-04-20,1434.54,92.25,,47.563,22.5,,,70.125,79.688,36.313,,43.75,,28.563,36.125,,46.438,36.625,14.625,75.75,63.625,,32.938,,23.375,15.625,,14.375,,,23.25,57.688,104.0,39.125,15.188,44.875,26.438,59.625,102.063,,19.438,36.375,,78.938,45.188,49.25,33.0,,32.688,,50.75,37.188,,,,,12.438,39.5,24.5,,17.5,236.5,,,,72.5,86.125,47.438,17.063,26.5,26.25,,,6.188,54.188,,
2000-04-28,1452.4301,86.625,,48.813,23.75,,,78.625,80.75,36.688,,46.438,,28.563,35.563,,52.313,39.063,15.0,77.125,63.125,,37.25,,23.75,15.938,,13.984,,,24.0,63.406,111.5,36.75,15.938,45.938,24.25,57.938,48.125,,19.047,35.313,,69.75,45.25,56.063,32.625,,31.5,,52.625,36.688,,,,,13.688,39.375,20.813,,16.25,225.625,,,,81.438,89.938,52.063,18.5,24.875,28.25,,,6.875,53.375,,
2000-05-05,1432.63,86.688,,45.5,22.875,,,75.563,73.688,36.063,,49.188,,28.563,34.125,,52.188,40.25,15.125,79.75,59.125,,36.0,,25.5,15.625,,15.375,,,24.063,61.688,107.875,38.188,15.25,49.375,25.25,58.938,49.75,,15.5,37.0,,71.125,45.313,57.0,32.75,,30.938,,47.375,37.5,,,,,14.0,40.25,23.063,,17.25,221.563,,,,76.906,86.0,51.438,20.875,24.0,28.625,,,6.563,54.438,,
2000-05-12,1420.96,84.875,,47.75,25.563,,,72.813,71.438,36.063,,45.938,,29.422,34.75,,52.188,40.875,15.688,75.438,66.125,,36.188,,28.063,16.813,,15.875,,,24.063,57.5,104.438,36.836,15.125,50.0,25.188,60.211,49.961,,15.75,39.063,,68.813,47.563,54.313,30.75,21.375,30.813,,47.375,39.5,,,,,16.313,38.0,23.0,,18.25,219.0,,,,70.625,78.25,53.273,20.938,25.313,29.0,,,5.75,54.563,,
2000-05-19,1406.95,84.5,,48.563,26.75,,,69.875,74.063,39.0,,41.813,,28.469,34.063,,52.875,39.0,15.313,75.938,65.688,,38.0,,26.313,17.125,,16.75,,,24.563,58.938,106.438,39.25,15.125,47.516,28.0,60.5,52.313,,14.125,37.5,,65.063,47.813,49.875,29.813,22.75,30.938,,45.25,39.25,,,,,15.25,39.938,24.0,,17.813,199.438,,,,69.75,82.813,56.375,19.75,23.75,28.688,,,5.188,53.0,,
2000-05-26,1378.02,84.0,,50.875,26.813,,,67.875,62.375,39.813,,42.063,,27.875,32.594,,49.0,38.188,18.0,78.813,68.125,,39.063,,26.375,16.438,,16.75,,,24.625,58.781,106.938,33.688,15.063,44.438,29.438,58.0,48.75,,14.438,34.375,,61.438,49.75,48.0,29.75,18.0,29.75,,34.5,41.0,,,,,16.5,41.375,23.25,,16.0,90.688,,,,67.0,85.938,59.125,19.063,25.5,28.875,,,4.625,49.0,,
2000-06-02,1477.26,84.313,,52.813,27.938,,,77.375,75.125,42.75,,47.625,,27.25,33.5,,47.438,39.188,19.188,73.125,71.563,,39.313,,27.188,17.125,,18.25,,,25.25,67.094,108.813,34.75,15.5,48.406,30.188,59.938,59.25,,14.125,36.188,,66.313,49.438,58.25,30.688,23.0,30.75,,38.0,40.313,,,,,16.063,41.625,24.188,,15.125,99.0,,,,85.688,46.0,60.0,19.688,27.438,30.063,,,4.5,50.0,,
2000-06-09,1456.95,81.938,,50.625,26.688,,,73.688,62.438,43.438,,45.375,,28.438,32.0,,48.188,38.375,18.5,76.188,67.125,,38.375,,26.875,16.438,,18.0,,,26.625,63.531,119.688,33.438,15.0,46.0,28.5,58.938,53.563,,14.375,36.0,,68.813,48.75,58.25,30.125,23.25,34.438,,37.313,41.25,,,,,14.813,39.313,22.75,,15.25,100.563,,,,83.75,48.0,53.688,19.313,24.563,27.0,,,4.313,47.313,,
2000-06-16,1464.46,84.438,,47.813,22.375,,,68.563,69.438,41.875,,45.375,,28.938,32.652,,47.5,37.027,18.0,84.938,60.063,,37.813,,27.125,17.313,,17.75,,,26.0,63.031,113.25,33.0,15.125,47.563,28.938,58.625,54.313,,15.0,36.563,,72.563,48.5,58.75,28.563,21.0625,32.063,,42.063,43.75,,,,,14.063,37.813,21.063,,15.625,90.25,,,,82.0,46.25,53.563,18.813,21.938,25.813,,,4.125,46.563,,
2000-06-23,1441.48,84.438,,47.313,23.875,,,65.563,63.563,41.813,,48.75,,27.781,29.938,,46.125,36.0,19.875,85.313,61.563,,39.125,,25.313,16.875,,16.875,,,25.25,67.188,111.875,31.125,14.438,43.25,28.563,54.938,55.438,,13.938,32.0,,77.688,49.75,53.25,29.375,23.625,32.5,,37.813,42.063,,,,,14.0,33.375,17.25,,15.875,94.063,,,,75.75,40.875,53.313,18.313,21.75,23.5,,,4.75,43.5,,
2000-06-30,1454.6,83.0,,45.938,22.25,,,59.234,63.25,42.688,,50.375,,29.938,27.234,,47.75,39.063,18.516,99.875,63.25,,42.0,,24.484,15.063,,17.25,,,26.516,66.844,109.563,29.813,13.375,47.375,29.75,57.375,55.625,,14.25,31.984,,80.0,49.5,50.5,29.313,21.875,35.75,,42.0,44.438,,,,,15.898,31.5,18.5,,15.875,94.313,,,,68.688,45.625,55.938,18.625,21.063,23.813,,,5.0,43.0,,
2000-07-07,1478.9,86.125,,47.563,23.688,,,62.25,70.75,43.125,,51.188,,28.594,27.313,,48.313,38.438,20.5,101.0,70.625,,40.875,,25.813,16.75,,16.938,,,25.313,69.656,105.063,31.438,13.875,45.75,29.813,56.125,60.063,,14.688,35.5,,82.0,51.0,54.0,28.813,21.8125,37.625,,41.75,42.438,,,,,16.438,33.125,20.25,,15.313,102.625,,,,69.0,48.0,59.25,19.563,22.875,26.5,,,4.5,43.125,,
2000-07-14,1509.98,87.875,,51.875,24.875,,,69.688,77.813,42.875,,49.625,,27.125,30.563,,48.875,37.125,22.938,94.5,69.625,,40.625,,24.625,16.625,,15.063,,,25.813,73.344,103.938,35.813,12.063,53.5,29.125,58.188,62.75,,16.125,37.75,,78.938,54.125,55.0,27.875,21.5625,36.125,,42.625,41.688,,,,,16.563,37.5,19.875,,14.625,101.625,,,,72.5,50.375,60.0,20.25,21.938,24.5,,,5.25,46.5,,
2000-07-21,1480.1899,86.375,,49.75,24.75,,,63.875,74.938,43.25,,47.875,,28.313,32.625,,47.438,36.125,24.875,97.875,43.0,,44.0,,24.5,11.0,,14.125,,,25.625,69.094,114.75,34.75,11.75,54.375,27.688,56.75,64.688,,14.938,38.313,,72.313,52.75,53.375,27.563,20.5,35.313,,43.25,44.25,,,,,16.313,36.5,19.438,,14.563,97.375,,,,63.5,52.25,57.875,19.0,20.938,24.438,,,4.75,48.0,,
2000-07-28,1419.89,91.0,,53.438,27.563,,,56.063,72.0,43.625,,43.063,,28.0,31.531,,47.063,36.125,23.063,102.25,42.375,,48.938,,24.375,11.25,,13.75,,,24.688,64.563,111.813,33.0,12.938,52.938,26.375,59.938,60.688,,14.313,39.063,,69.688,52.813,43.813,26.375,20.0,30.813,,43.25,44.75,,,,,16.75,35.563,19.625,,14.75,90.438,,,,57.5,50.938,63.688,17.875,19.75,22.063,,,3.938,45.938,,
2000-08-04,1462.9301,90.0,,55.563,29.5,,,58.125,70.5,42.375,,43.0,,27.5,32.5,,42.875,36.313,23.0,107.375,44.813,,49.625,,25.813,10.313,,18.25,,,25.813,62.563,115.875,33.5,15.0,52.75,26.375,59.313,58.688,,15.0,38.438,,69.125,53.0,39.5,27.813,20.75,34.0,,45.625,45.063,,,,,15.5,35.188,20.25,,15.375,92.625,,,,55.25,52.813,67.188,17.75,23.125,22.688,,,3.813,47.063,,
2000-08-11,1471.84,96.75,,56.313,28.938,,,53.0,72.563,44.313,,43.375,,26.688,34.813,,44.875,38.125,22.438,77.0,46.141,,48.875,,25.5,10.875,,18.063,,,25.063,63.813,120.625,35.0,14.813,54.625,26.688,58.75,59.0,,16.0,37.313,,72.438,53.391,41.5,29.0,17.25,32.813,,45.063,45.813,,,,,17.0,37.438,25.063,,15.5,95.0,,,,57.25,54.703,65.625,17.75,24.25,23.0,,,3.688,49.938,,
2000-08-18,1491.72,95.125,,54.688,28.75,,,59.125,73.75,45.375,,42.75,,26.188,34.813,,46.063,38.5,22.5,76.5,44.438,,46.625,,24.313,11.0,,18.125,,,25.563,70.563,120.438,33.938,14.688,54.75,25.563,60.0,56.75,,15.5,38.063,,71.0,55.0,41.0,28.375,17.0,37.938,,44.188,43.875,,,,,15.5,38.125,24.563,,14.625,97.875,,,,70.625,58.75,65.5,16.813,23.563,22.813,,,5.625,49.438,,
2000-08-25,1506.45,95.75,,53.688,28.688,,,61.313,74.625,41.563,,44.625,,26.5,35.813,,45.188,38.875,22.688,75.563,44.5,,47.625,,23.563,11.813,,18.0,,,25.25,72.938,129.0,31.563,14.688,57.0,24.563,59.188,58.938,,15.188,36.688,,70.625,53.563,41.625,28.25,17.6875,34.688,,42.875,42.75,,,,,15.75,41.063,23.313,,14.5,104.75,,,,67.125,57.188,63.25,16.375,24.063,23.313,,,5.438,46.0,,
2000-09-01,1520.77,92.5,,53.438,29.5,,,61.063,64.0,41.188,,45.875,,25.906,34.875,,43.0,38.688,22.625,72.688,45.438,,48.0,,23.063,12.5,,18.625,,,25.563,73.938,133.625,31.813,14.563,58.5,23.125,58.313,57.625,,14.75,35.625,,70.188,54.188,47.0,28.0,17.5,35.563,,43.75,42.313,,,,,15.375,39.563,22.938,,14.25,114.875,,,,67.0,67.0,66.063,16.625,23.75,23.563,,,5.75,45.375,,
2000-09-08,1494.5,89.938,,60.25,30.25,,,62.938,62.5,41.5,,43.25,,27.031,34.688,,43.438,37.938,22.25,69.336,48.75,,53.75,,23.188,11.875,,18.0,,,25.563,65.375,129.5,32.125,14.25,57.625,24.75,57.5,62.25,,14.813,32.0,,69.313,57.961,42.0,28.188,15.5,34.5,,41.625,42.563,,,,,16.313,39.188,22.688,,14.125,109.313,,,,58.625,61.023,68.5,16.25,24.188,24.813,,,5.813,44.188,,
2000-09-15,1465.8101,85.125,,60.875,32.438,,,63.5,70.063,44.5,,43.188,,23.281,33.25,,41.688,36.188,20.875,72.938,47.688,,55.5,,23.0,11.25,,18.375,,,25.0,57.516,125.0,30.125,13.438,53.813,24.5,51.0,64.313,,14.75,33.563,,64.188,62.207,43.75,29.5,14.875,35.078,,44.125,43.75,,,,,15.0,38.188,24.5,,13.938,105.563,,,,59.0,67.5,68.688,15.563,23.188,24.938,,,5.375,40.625,,
2000-09-22,1448.72,88.25,,62.813,33.375,,,59.0,67.375,44.5,,45.938,,22.531,31.25,,38.313,35.875,20.25,81.5,48.5,,56.688,,21.375,10.938,,18.563,,,22.25,47.938,123.875,29.313,13.0,51.25,24.188,54.313,60.563,,14.875,31.313,,63.25,61.0,43.0,29.0,12.25,34.375,,47.0,45.375,,,,,14.0,28.5,25.0,,14.0,112.0,,,,57.0,65.125,68.938,13.875,22.125,25.188,,,5.625,39.5,,
2000-09-29,1436.51,91.125,,64.625,34.75,,,28.375,63.625,45.188,,44.25,,23.6,29.938,,36.938,36.063,21.813,81.125,53.875,,59.125,,24.25,11.438,,19.938,,,22.75,41.563,112.625,28.688,13.0,51.875,24.188,55.813,57.688,,13.313,31.938,,60.313,65.769,40.875,30.25,10.875,38.75,,52.5,46.0,,,,,13.125,30.313,25.74,,14.25,100.938,,,,47.5,68.519,72.875,13.688,22.375,24.688,,,5.875,40.563,,
2000-10-06,1408.99,92.188,,65.125,34.125,,,27.063,56.563,47.313,,42.25,,24.995,30.563,,39.0,35.875,21.125,82.938,55.938,,54.875,,23.188,11.688,,22.563,,,22.938,39.938,116.0,29.813,13.0,51.938,24.875,58.688,56.875,,13.75,31.813,,55.563,63.813,37.688,30.063,11.6875,36.625,,50.938,46.375,,,,,13.625,32.0,26.27,,14.125,97.813,,,,46.875,64.75,72.0,13.688,19.0,25.188,,,6.125,39.688,,
2000-10-13,1374.17,91.0,,61.688,32.313,,,27.25,47.25,43.875,,39.938,,25.21,29.063,,35.688,35.5,22.375,87.0,52.813,,52.813,,23.625,10.125,,21.75,,,22.875,40.375,109.063,27.438,12.5,51.0,24.688,57.625,52.938,,14.125,29.75,,53.75,67.5,33.125,30.063,11.625,35.438,,47.875,45.5,,,,,12.438,32.563,23.51,,14.625,95.125,,,,44.5,58.75,69.625,13.0,16.938,23.125,,,5.563,37.688,,
2000-10-20,1396.9301,87.25,,63.688,34.5,,,27.438,40.125,42.438,,37.5,,25.31,31.063,,37.25,35.125,23.25,86.375,52.063,,54.625,,23.25,10.0,,20.688,,,24.063,43.063,94.75,30.25,12.938,50.5,22.438,59.813,55.875,,15.25,29.375,,65.188,65.0,39.188,29.5,10.9375,36.188,,50.0,46.563,,,,,11.938,35.25,21.15,,14.0,97.0,,,,47.5,57.438,71.688,13.313,17.375,24.5,,,5.25,39.875,,
2000-10-27,1379.58,93.5,,68.0,37.25,,,26.563,45.5,44.625,,40.25,,28.81,31.75,,39.563,38.188,23.0,87.5,52.125,,59.563,,22.813,10.25,,20.625,,,23.5,46.375,93.688,33.25,12.75,54.75,25.0,65.438,50.438,,15.875,28.938,,67.688,64.75,39.375,29.5,9.5,38.0,,53.688,48.125,,,,,11.5,36.688,20.05,,14.375,87.063,,,,44.688,54.25,74.375,13.813,17.813,25.813,,,6.0,43.0,49.75,
2000-11-03,1426.6899,94.875,,69.938,36.563,,,26.875,53.75,45.688,,42.188,,29.25,34.125,,42.875,39.563,15.188,88.063,51.938,,60.0,,25.563,11.563,,25.5,,,25.75,45.938,100.125,37.0,12.75,56.813,26.563,64.875,55.563,,17.875,33.813,,68.25,63.813,43.938,29.313,10.625,40.875,,55.063,45.813,,,,,13.813,42.125,22.0,,16.375,86.313,,,,46.625,61.25,72.0,14.375,19.75,28.188,,,5.938,45.375,54.5,
2000-11-10,1365.98,95.0,,72.375,38.125,,,26.688,32.938,45.25,,39.063,,29.755,32.563,,42.438,39.75,14.688,90.5,50.938,,60.0,,27.25,11.5,,25.875,,,25.125,37.0,93.0,36.063,13.0,54.188,26.063,65.5,51.5,,16.813,32.313,,67.375,65.25,38.25,29.25,7.8125,42.75,,55.188,48.813,,,,,14.625,40.063,20.49,,14.25,80.75,,,,38.75,61.625,75.75,13.5,19.188,27.563,,,5.563,42.875,54.75,
