Date,^GSPC,MMM,ADBE,AMZN,ADSK,SAM,KMX,CMG,CB,CTSH,CL,COST,DIS,FDX,JWN,QCOM,SLB,LUV,SBUX,TROW,UPS
1999-01-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
1999-02-28,0.9982441825043452,1.017967354008397,0.9032888529451409,0.8144025303730583,0.9335147458998309,0.9431533786199499,0.8926701570680627,,0.8923633269517124,1.1934893590733688,1.0503632157785803,1.073909388549686,1.0098541100173164,1.0414674952198852,1.1139461101925912,1.1182163187855787,1.0089641434262948,1.0971751412429378,0.9581449751841431,0.913983030984859,
1999-03-31,1.0263371588668417,0.9965458945141827,1.0204439834268066,1.002902317429842,0.916065244571213,0.8898820164461924,0.8201399954473025,,1.0058544435504009,1.0019974121578332,1.119731518518976,1.198158685456847,1.009883521804223,1.1434051736082245,1.0710817789192895,1.431824342640282,1.1466481898492984,1.2013264589771184,1.1212616433856224,0.9926751572884629,
1999-04-30,1.0688530315521698,1.0418235984717386,1.2108004544316715,1.3570818512401712,0.6546331999005383,0.8614161431465686,0.800548491647968,,0.9551868396795008,0.6748898126523943,1.189104106396424,1.1625562002519794,0.9743388111265701,1.2933150474976478,1.0570581689040959,2.7366533710258296,1.2103743755138177,1.2389501654271127,1.2553918225843115,0.9988303388669018,
1999-05-31,1.066704805579112,1.2094298461976958,1.4861436851327672,0.9962951611519081,0.596536000588365,0.8715409367179121,0.9866819371727749,,1.031136992129334,0.7154964860344649,1.1987094679599042,1.0555835766746307,0.8742826763366288,1.384470602294455,0.9396845256713883,3.4550745459474115,1.240551128818061,1.234821086818889,1.4172667783643664,1.0933038016219,
1999-06-30,1.0590803104749729,1.1848786812446497,1.5756794593733534,0.8317776695469201,0.5845440504924214,0.8580784606883999,1.1462398857686817,,0.9303243023728026,0.7201544463639188,1.2420928164810312,1.0081680221380247,0.8728142220825378,1.281418390405006,0.9241862297852288,3.891584317011262,1.2375347096462634,1.218253145967316,1.3934268873414704,1.0182431827770035,
1999-07-31,1.10587599414251,1.18853584779194,1.7856212170809824,0.8925718162070208,0.6146418852898223,0.9487546180431413,0.8852218898030416,,0.8329737340586096,0.7608086445114381,1.2171197442899078,1.0920630706932803,0.815867801405123,1.1674974961303834,0.9472528454609871,4.978716647949502,1.253089230380067,1.192434157894156,0.9714899901097859,1.0318688015214523,
1999-08-31,1.063032919776763,1.2781905282974115,1.9050870614760627,0.7904428933005966,0.538113353881538,0.9167452140280171,0.727986673012851,,0.7453249792113863,0.7260600800917649,1.2463337157951824,1.0208921575725398,0.816161810343413,1.024639318616374,0.817982767935849,5.43109982996131,1.3183357479174211,0.9999315160938452,0.8257142282369103,0.9426603256584974,
1999-09-30,1.0555722075427119,1.2847041799585621,2.156263839947625,0.9710143150788494,0.526474677537412,0.8497710131603589,0.712322363500374,,0.6298305325108133,0.7337084900222296,1.280421133186849,0.9445919240185235,0.8087877460580992,0.9928450028832438,0.7356471521983833,5.859246924576283,1.2931006134193386,0.9049322943678458,0.8715551721905846,0.8389394477145847,
1999-10-31,1.04102843612795,1.2411824553765554,2.4922720941726197,1.1867755549056043,0.4350469466303841,0.8707969423021265,0.587976813762154,,0.5434152814497423,1.0644437053257019,1.3263917473973885,1.03319870555071,0.739473067170274,0.9866460287110383,0.7040316282909785,6.791674088990435,1.1690412951369127,0.9492332526230831,0.9059345800723476,0.8555647074842686,
1999-11-30,1.1138941307720647,1.288711193798838,2.9775800871635894,1.1365732429862185,0.49972507941177496,0.808042630709774,0.549488905509848,,0.6234793002502,1.5526386824208027,1.414440895062623,1.1544701058903342,0.7670066412797106,1.0344357947130414,0.65106956138727,10.852924395564678,1.2704665465123632,0.9591157756699712,1.0710815859869063,1.0596058420555678,1.0
1999-12-31,1.144068704100698,1.265513523102236,2.659706650001838,1.3576525841479439,0.7121331911451055,0.7824292261188937,0.49681699190861495,,0.5401171897662006,2.4605277134783425,1.481300567051957,1.236571984780108,0.8324942232214303,0.9853690465843907,0.6894734917881618,15.268922348998249,1.1648625196184956,0.9227165811908019,0.9846104327184212,1.0248622492680992,0.9913579728992743
2000-01-31,1.1415874007154114,1.2889532015654288,2.563809138697938,1.0144638281700156,0.6901595940280943,0.81515909903468,0.38236256544502617,,0.5959476707083599,2.6360830259061347,1.516468487480216,1.2747157331209629,1.005342484365566,1.050963989802422,0.6381160909781491,18.993201409596097,1.2293857901726428,0.9009792748144118,1.0084721651439952,1.0678760605634463,0.9831564374711583
2000-02-29,1.1121897811120267,1.1801032656953991,3.625148267960642,1.0802437200407018,0.8500183864087666,0.8134608509116911,0.32081151832460736,,0.5455275473303552,3.3167196406618222,1.3572419950489023,1.3313954517299353,1.0551782314661335,0.8958851179094965,0.5842888422181509,17.839501219842777,1.2860798472775565,0.9406968053181965,1.2976195744949894,1.006377443397553,0.8330872173511767
2000-03-31,1.1549021276211762,1.1448088564656402,3.846053317861894,0.9943142295639807,1.0935308619868194,0.7974382490556653,0.5092761211017528,,0.5566114517725183,3.5515453675559296,1.2540993007412533,1.3387455130942625,1.107248630369512,0.8603427134425138,0.6626709434504786,18.081115419519843,1.5545354812633523,1.0972488332105133,1.4244013200304029,0.9934109024801336,0.8305912802712626
