Date,^GSPC,ABT,CC,FNMA,PG,KMB,KR,NUE,PM,PBI,WBA,WFC
1999-01-31,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
1999-02-28,0.9982441825043452,0.9821548114993249,,0.9952541123347003,1.015784934948071,0.9349123804908139,1.0778531073446327,0.9757889580855084,,1.03715958259099,1.0885332719318443,0.940028139289483
1999-03-31,1.0263371588668417,1.0359888130683073,,0.9788348234766182,1.0709922681042592,0.9526592319627682,1.0965954310980104,0.9235456794029688,,0.985585446014585,1.039694060407052,1.0089273425193839
1999-04-30,1.0688530315521698,1.0811540080159356,,0.974506486924125,1.109725026825998,1.0575010883266,0.9883884853376379,1.1526201971937051,,1.0234471390999769,0.9466355273401095,1.0925246637522403
1999-05-31,1.066704805579112,1.0099538813242037,,0.9662834631156982,1.0645513853998725,1.1901983474491296,0.9215536723163842,1.1863200615772165,,1.0457979129549502,0.8919237854017961,1.1177453394301795
1999-06-30,1.0590803104749729,0.9464707957459436,,0.9177454520321866,1.0174951683987716,1.1324451833886067,0.9636620441705188,0.9967080362084211,,1.0015456165112564,0.9166317794570156,1.1046449812937678
1999-07-31,1.10587599414251,0.9195063541049572,,0.9712547969010208,1.0049706208455413,1.1186548340394067,0.9953403282216841,1.043473914651579,,1.0393363148262613,1.006008574279355,1.1406587608662881
1999-08-31,1.063032919776763,0.9127290597935369,,0.9071703534911386,1.0879078740613741,1.1619370997742802,0.8484129429892142,1.0430595225221213,,0.9133135889307943,0.8902832143679484,1.0741534230806127
1999-09-30,1.0555722075427119,0.9136467934869598,,0.8755800712212267,1.1360153974979066,1.0871197107742,0.8303362927091741,1.0074189216656504,,0.9490213188864244,0.8572634672105085,1.0447883690936806
1999-10-31,1.04102843612795,0.8252437468885387,,0.9028442414149458,1.1172559459087898,1.0931015156842294,0.744358353510896,0.9777582294551017,,0.8436922032747942,0.8669506485532275,1.137715022695677
1999-11-30,1.1138941307720647,0.8099579090952976,,0.963000506842372,1.2374283821736112,1.270058284020767,0.7781974710788271,1.0773447157884917,,0.7368432534632585,0.9677806651097004,1.2465537745171935
1999-12-31,1.144068704100698,0.7808779203024248,,0.889064352226127,1.255569123426534,1.258686641913277,0.6027401129943503,1.160056233738971,,0.6973055831925773,1.0431297490214138,1.141515844338567
2000-01-31,1.1415874007154114,0.7067403455984774,,0.8262106621204441,1.2405459112894155,1.2566660161222614,0.6169096045197741,1.1246308865719683,,0.723344362433189,1.0126698134929772,1.0213418923672177
2000-02-29,1.1121897811120267,0.7211185721864102,,0.7733769524950467,1.0610250834239436,1.1188827848461207,0.5609830508474577,1.0445280246308866,,0.7620310511580554,0.9832489062859775,0.9733072458670419
2000-03-31,1.1549021276211762,0.7052748951602416,,0.7823046903954372,0.7143045776800401,1.0025033705892765,0.5481110292311472,1.044646524264283,,0.7216328969645999,0.9090427874941185,0.9823766229794003
2000-04-30,1.1702312798487868,0.8205272494416638,,0.8586831313643275,0.7385924787222078,1.1399961494461757,0.6607909604519774,1.0044083689035057,,0.6633240010180708,0.9652026249136542,1.1086880056278579
2000-05-31,1.1358970577932537,0.8498964787216264,,0.8277029149719561,0.7268019230965878,1.1640159471975366,0.6819311761684643,0.8832163917532332,,0.6258670954904093,0.9755431938542692,1.1440219998081413
2000-06-30,1.1707148202737734,0.884246178609224,,0.8169288493840399,0.6565996945950829,1.1226468834747334,0.6720993836671803,0.7745291060489438,,0.6301753858256786,1.011387185230151,1.128377514149586
2000-07-31,1.1795582139030296,0.9018830678352446,,0.7523222595954476,0.6522768175171535,1.1269625731251562,0.7455621468926553,0.7647330487719545,,0.5785594298803767,1.105580819709878,1.1304431938093564
2000-08-31,1.1895325996513493,0.8884120213833113,,0.7754342717596645,0.6907416946920039,1.1488144477793283,0.743081552444117,0.8052917159781315,,0.5539029734305664,1.1629746518635686,1.1794367171848477
2000-09-30,1.175595535693936,0.9666185557308713,,0.8799526563147952,0.7170414495144539,1.0641536565072744,0.7732033898305084,0.7241830522706599,,0.583443624331891,1.2937543172921946,1.2166340573338024
2000-10-31,1.1132064523810694,1.0661171616351979,,1.0189500404217264,0.8305752587931735,1.16337842740021,0.7368721109399076,0.6617928639130795,,0.4481061570142761,1.4057208046386034,1.1864747545806287
2000-11-30,1.1011094031611781,1.1348454882595498,,1.079894594339602,0.8226341790887552,1.2928820540493486,0.8589615281140704,0.7362309278900141,,0.44779842199032827,1.5145335131519797,1.2235607925899872
2000-12-31,1.06578829685492,1.067333064707089,,1.1715776620743676,0.8382981515503731,1.3181358122598883,0.8843050847457626,0.8293471415576237,,0.4741537286841435,1.4164690306239927,1.3722871966232855
2001-01-31,1.0695596393560205,0.9499353509837926,,1.0835948512396725,0.8189243497199283,1.2692940158131185,0.8238179166771759,0.8463217970516274,,0.5279830339531141,1.3537012996163094,1.3522737541164866
2001-02-28,1.0456261994886127,1.0301474757507163,,1.121916767024216,0.845412620449177,1.3391565454850676,0.8411660990741967,0.9225050744896264,,0.5439837107436291,1.491393031103392,1.3350685970321157
2001-03-31,0.9496108268020026,0.9919753155978527,,1.0909570113287517,0.7487909600465403,1.3430751039596076,0.827279715594354,0.9276098664028756,,0.5417191523724917,1.475217384388046,1.2923499547009183
2001-04-30,0.9528035488528049,0.9881096731113532,,1.099431406462384,0.6753345569168496,1.2404405863982562,0.7783945746987553,0.9720618614947919,,0.5562140005980172,1.4237706598312163,1.2646394775905871
