Date,^GSPC,MMM,ACN,AFL,ALL,APTV,AGR,AVT,BBY,BMO,AVGO,CAJ,CBRE,CL,CMI,DELL,EMN,ECL,EW,LLY,FITB,FLR,AJG,G,GVA,HAS,HCA,HSIC,HPE,HLT,INGR,INTC,IBM,IP,JLL,JCI,K,KMB,KSS,LDOS,LECO,MAN,MA,MSFT,NEE,NOK,ONB,ON,OSK,OC,PAYX,PEP,PINC,PFG,PRU,RLGY,RSG,ROK,RCL,CRM,SCHN,SNE,TMUS,TEL,TDC,TXN,AES,HIG,TKR,USB,VFC,V,VOYA,WDC,WY,WIT,WH
1999-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-02-28,-0.0017558174956547878,0.017967354008397107,,0.12180875754293696,-0.01387797852841055,,,-0.14925885259401583,0.14084508698887954,-0.0029859888216828834,,0.007175161730311519,,0.05036321577858027,0.1099937146448775,,0.005685960052485672,0.07030051439400786,,0.09284279355575675,-0.05392412652510614,,0.02094890510948888,,-0.1265029860973791,0.07224441252657354,,-0.22601849357230575,,,-0.10016615238547355,-0.02655980271270042,-0.07291335242337482,-0.015707593750808213,-0.03689340739964353,0.0413238152770834,0.015585981227934198,-0.06508761950918607,0.07451042827575227,,-0.07346006483937506,-0.0899193031894453,,0.01539179104477606,-0.0909709233123619,-0.05027123082678642,-0.09297153203656594,,0.0006839798352591409,,-0.07649822218147151,-0.03916384367512182,,,,,-0.019824169588112617,0.07543595097243161,-0.08072733661278986,,-0.08384893480311839,0.05708781656721329,,,,0.009197823415832973,-0.06564533399225758,-0.010966156173189634,-0.04811982445832108,-0.011652185133590676,0.04258803612952833,,,-0.3077596266044341,0.011220798332209236,,
1999-03-31,0.028142389261932133,-0.02104336588974509,,0.044992451534654476,0.029793653359193817,,,-0.06109823204071119,0.11464926991430424,-0.033842393808471316,,0.12456317617160106,,0.066042204923348,-0.03545226254369993,,0.015303742735764958,-0.006397096561331583,,-0.006754300185547235,0.07625591109129104,,0.02748514925349954,,-0.18547538841016142,0.09511786930163724,,-0.199447834101515,,,-0.06811900037847074,-0.09495208061867277,0.013609908424498496,0.014956426254232547,0.055510605781013966,-0.01918314854131631,-0.05967293612817126,0.01898236866072689,0.084925088204157,,-0.06177543435041932,0.024208304011259507,,0.05567820966954207,0.038351849140899175,0.09698848443718466,-0.0329848725905153,,-0.061374566505833394,,0.03563888650975744,0.019093944299670484,,,,,-0.16069215755441002,-0.027430665195194104,0.03558860798936414,,-0.13043478341982384,0.23766170519505114,,,,0.038909164056438295,0.019937756791561734,0.08871028068454789,-0.1223344633342408,0.06208008023876599,0.03356733428505221,,,-0.21649963050501708,0.042526547786014834,,
1999-04-30,0.04142485957759634,0.04543463999681485,,0.03540990075362882,-0.03937260789007446,,,-0.023846699787083092,0.04928594183881119,0.0425257167870432,,0.01873340197050588,,0.061954662104362734,0.1620116523816122,,0.02257102416338075,0.012241082903543532,,-0.10579742419181226,-0.02902229113203536,,0.01622885171772892,,0.09215435056397059,0.13108420242178198,,-0.12223578717164085,,,0.15862437574117672,0.040964977768381594,0.07236496960683136,0.19058480765609498,-0.12248490231626241,0.0555073962121706,-0.028113860069167274,0.11005179275681365,-0.011851485733626488,,0.07928728135982022,-0.038791495710555735,,0.05527948619199341,0.009994354406279493,0.0775520041529163,0.03602722144704451,,-0.019083972383706405,,0.10088467244826105,-0.03378409777406022,,,,,0.14945967242170077,0.08948530245787922,0.038885803578234235,,0.12576906034462554,0.06670933125378786,,,,0.10187259701822815,0.220198146372643,0.04837194523878585,0.08367657730761735,0.0801568553798846,0.05072842953682022,,,-0.183762130444595,0.13070585462840278,,
1999-05-31,-0.0020098422417703654,0.16087776085300853,,0.003573179170751173,0.036655063547316624,,,0.1546822742474916,-0.11375760642354549,-0.08109608884596808,,0.015196922642278343,,0.008077813802686462,0.14448217317487266,,0.16043206367254115,0.0696715716019416,,-0.08489810905085371,0.03086231865665745,,-0.010559410234171729,,0.06976470990053585,0.012439510389980146,,0.26755672039837086,,,0.10245358090185697,-0.04081453908473831,0.20873895034200363,0.06756425949674139,-0.02534282980759006,0.1119943675858206,0.02135482246285547,0.12548191258366548,-0.02947980492684754,,0.05208895836293892,0.018354675979821433,,-0.10301668588482682,0.04237493275954818,-0.05947764147210133,0.05987476525743163,,0.20418288745289748,,-0.07789176611246351,-0.0200221238938052,,,,,0.16932211644221273,0.21613556824461244,0.045106075216972075,,0.1405133557527838,-0.05349995430869048,,,,0.010883371824480292,0.1041015124327096,0.06797999696923762,0.2185350439195668,-0.11456932336714509,-0.012470255095902494,,,0.11510333863275024,0.06016428538185892,,
1999-06-30,-0.007147708592162738,-0.02029978425803869,,-0.09372013268117174,-0.030121649423059726,,,0.08959252188796007,0.25697341832127396,-0.05981068667282918,,0.10493934025830542,,0.03619171257148879,0.034817985752565006,,-0.021074947000872757,0.03830351764236073,,-0.06229892453350494,-0.06803180012731191,,0.02443805619139261,,0.040730633114386405,-0.10719078205793431,,0.03309267162341567,,,0.02411483253588509,-0.060790067501476974,0.05257880930985692,-0.03092492852959794,0.07202348727772456,0.03895639192801803,-0.07380675934352154,-0.048523982733047255,0.013262273239725397,,-0.005556916491535779,-0.030286864375954736,,0.04684945448770916,-0.014507031846506258,0.10577309256149658,-0.04651649117873191,,0.14515785809191195,,-0.07678082406348052,-0.023489209740479633,,,,,0.0861091634259763,0.016124990361631397,0.10058276940240463,,0.07698405059145541,0.08376366646903599,,,,0.1741310064981425,0.04178671158193348,-0.04679994221114592,-0.12034728070483602,-0.05339354105650851,-0.1469221441951437,,,-0.15861458900381054,0.0019485009113955343,,
1999-07-31,0.044185207868278065,0.00308653249077695,,-0.023583287942060438,-0.018362876795801508,,,0.052745747888328864,0.271498318275198,-0.006833828722404123,,0.1314678072617772,,-0.02010564094708689,0.11778010854350973,,-0.018719037508846403,-0.02429378531073445,,0.0420563928712443,0.021045646881364677,,0.06467089490250344,,-0.016840051843094006,-0.06889970417024516,,-0.10905287604089087,,,0.02549590196758933,0.19744866393659977,0.0989609379341001,-0.0016773647042940265,-0.3737889445377064,0.09947943575518914,-0.013165218653953148,-0.012177498347368365,0.11781071062508186,,-0.0706846202762188,-0.027566415413377232,,0.11779500464600123,-0.03967381214207166,0.12386486989551782,-0.041280329745702615,,0.23368252037026171,,0.08008120617002712,0.07891220801056864,,,,,-0.0472825677723292,0.005286990300032768,0.049365661569729546,,0.2529898780195503,0.18362333453464164,,,,0.1253113990477457,0.08266411388253636,-0.012222214704098011,-0.11727844269164178,0.006859035004730396,-0.0675667906927967,,,-0.16419232472608947,-0.04254865762121829,,
1999-08-31,-0.03874130064552794,0.07543287875753335,,0.0001652892561982977,-0.024237204724409378,,,-0.029270945491711498,-0.06203752544862806,-0.039008543510513194,,-0.01031564670845142,,0.024002545059622404,0.009398976695380812,,-0.03252677508925039,-0.05861654269297578,,-0.06983459196738884,-0.028161666808800057,,0.02572539400897611,,-0.1052675250076015,-0.017905093778825543,,-0.4161725108188401,,,0.03500208268249527,0.17697133718784586,-0.06248645681348686,-0.005470835208823299,-0.262728011225168,0.007411003298355201,0.04209480834784318,0.038691350019543824,-0.07944203907725844,,-0.04426868804974626,0.14728031935736663,,-0.05723639183524809,0.0004535788111772465,-0.09596269013287695,-0.031719076994884854,,0.012817284068543433,,-0.1203217582487236,-0.05414750551354208,,,,,-0.18038688190711227,-0.005683783917362684,0.06563370052051809,,-0.1601922364203946,0.07023849980271368,,,,0.032905423107152165,0.01395893371757917,-0.1473488083223352,0.0009715098601683625,-0.050079281183932345,-0.002148275626037144,,,-0.16930839054508595,-0.030428524479684582,,
1999-09-30,-0.0070183266155274815,0.005095994311448138,,-0.053727837193380146,-0.1108309166561594,,,-0.08392945117745576,-0.14588717561919506,-0.006506123969990507,,-0.05403670111781478,,0.027350152659489035,-0.13162652877178493,,-0.13781994962806776,-0.12398526479434924,,0.024133592588356345,-0.051975586864720036,,0.0037980254337965924,,0.051703316792619525,-0.09943333020256107,,-0.005023252411502699,,,0.002519504148168261,0.0635138383711693,0.040034009674597026,-0.04641969622863373,0.07957208966885032,0.00889301870554804,0.07781974498060484,-0.06439022302895248,0.010433576174935899,,0.06031189937474157,0.1444794885341787,,0.07568853432039213,-0.03032149855936339,0.052469796307464955,-0.0025554205645524908,,-0.18490813230082415,,0.1574430164555891,-0.1048957735704722,,,,,-0.3882929266852866,-0.0860920568644995,-0.05290689749182109,,0.013730884051630587,0.13036899700582882,,,,0.1647607452659956,0.08190273178282781,-0.09053564064249031,-0.042834989899690146,-0.060055743600047284,-0.17804184831282932,,,0.009790054635715695,-0.06626592611185123,,
1999-10-31,-0.013778092404136522,-0.033876845160891844,,0.03704974271012018,-0.2227264133106447,,,-0.025961733486579708,0.02441490395952517,0.008083529808016188,,-0.02789500619319152,,0.035902729983941395,-0.04046145188519956,,-0.11019021739130441,-0.023340689186895247,,-0.0005603689814216439,0.03496236096303784,,-0.038637377341659285,,-0.10474014311674118,-0.14161886551943903,,-0.149343338655888,,,-0.04434222631094742,-0.1136996297397368,-0.1676241363855956,-0.03725080706422468,0.002245356195141879,-0.0712144398997192,0.042990953486510275,0.005502434415221247,-0.04839942519949858,,0.01233143434052053,0.0281083299138285,,-0.019315937041993192,-0.06317801135405532,0.1323369933577334,-0.013989869786537046,,-0.061273964131107084,,0.1524583204369072,0.015818494079363532,,,,,-0.07096248271998151,-0.07309909713912766,0.048683950128636466,,-0.06956879083322443,0.06638324346744096,,,,-0.02797454060158111,-0.1292395740488811,-0.09976031612359904,0.03881961518427568,0.05136862414084176,-0.07212114055923602,,,-0.28459214501510566,-0.02239183178325921,,
